10,3,4.5,0.001,0.75,3,0.0344085328321,22.7354273969
10,3,4.5,0.002,0.75,3,0.034206798961,22.6428691357
10,3,4.5,0.003,0.75,3,0.03427942319,22.4535910761
10,3,4.5,0.004,0.75,3,0.0343047112769,22.8085207581
10,3,4.5,0.005,0.75,3,0.034428377402,22.4379109671
10,3,4.5,0.006,0.75,3,0.034084566468,22.3123330424
10,3,4.5,0.007,0.75,3,0.0342171038927,22.5060216976
10,3,4.5,0.008,0.75,3,0.0344910530817,22.4783803948
10,3,4.5,0.009,0.75,3,0.0343454431102,22.8377214364
10,3,4.5,0.01,0.75,3,0.0342054976969,22.8542167424
10,3,4.5,0.011,0.75,3,0.0344520608022,22.5805361116
10,3,4.5,0.012,0.75,3,0.0343431925299,22.6377232928
10,3,4.5,0.013,0.75,3,0.0340747135467,22.7053103336
10,3,4.5,0.014,0.75,3,0.0342170181349,22.7069658532
10,3,4.5,0.015,0.75,3,0.0339844332799,22.5163096245
10,3,4.5,0.016,0.75,3,0.0340018998021,22.4326380055
10,3,4.5,0.017,0.75,3,0.0339987548447,22.6729093305
10,3,4.5,0.018,0.75,3,0.0340903528231,22.3772588974
10,3,4.5,0.019,0.75,3,0.0336558261146,22.155330781
10,3,4.5,0.02,0.75,3,0.0338654273781,22.3447262792
10,3,4.5,0.021,0.75,3,0.0339760296379,22.334737993
10,3,4.5,0.022,0.75,3,0.0338009057061,22.4425071391
10,3,4.5,0.023,0.75,3,0.0336752809682,22.657426254
10,3,4.5,0.024,0.75,3,0.0337007312448,22.2447500856
10,3,4.5,0.025,0.75,3,0.0334839287975,22.1351587649
10,3,4.5,0.05,0.75,3,0.0314392724906,21.2300148506
10,3,4.5,0.075,0.75,3,0.0296458621887,19.8137906247
10,3,4.5,0.1,0.75,3,0.0277466467081,19.141175481
10,3,4.5,0.125,0.75,3,0.0262659845905,17.6629720764
10,3,4.5,0.15,0.75,3,0.0252104507772,16.6328842151
10,3,4.5,0.175,0.75,3,0.0241807390815,15.7271304949
10,3,4.5,0.2,0.75,3,0.0229381359134,14.8249856306
10,3,4.5,0.225,0.75,3,0.0221393545643,14.7172182589
10,3,4.5,0.25,0.75,3,0.0212025934874,14.7417820181
10,3,4.5,0.275,0.75,3,0.0207337570181,13.3404087757
10,3,4.5,0.3,0.75,3,0.0203780486364,14.0680857757
10,3,4.5,0.325,0.75,3,0.0197127949954,13.5027919547
10,3,4.5,0.35,0.75,3,0.0195249428227,13.2832774383
10,3,4.5,0.375,0.75,3,0.0186589531079,12.8380132622
10,3,4.5,0.4,0.75,3,0.0189247040234,12.4593167526
10,3,4.5,0.425,0.75,3,0.0185283132512,12.0020129555
10,3,4.5,0.45,0.75,3,0.0185134448831,12.5582940829
10,3,4.5,0.475,0.75,3,0.0180011893247,11.7747014322
10,3,4.5,0.5,0.75,3,0.0177959874698,11.3617102483
10,3,4.5,0.525,0.75,3,0.0177845769634,10.840057758
10,3,4.5,0.55,0.75,3,0.0175618856652,11.2258471158
10,3,4.5,0.575,0.75,3,0.0173558071395,11.0079940933
10,3,4.5,0.6,0.75,3,0.0171960753074,10.7934896304
10,3,4.5,0.625,0.75,3,0.0170979215132,11.8502134713
10,3,4.5,0.65,0.75,3,0.0168234238964,11.5638942878
10,3,4.5,0.675,0.75,3,0.016980302251,11.1278621682
10,3,4.5,0.7,0.75,3,0.0163237237266,11.0804386434
10,3,4.5,0.725,0.75,3,0.0169849309921,10.9099659526
10,3,4.5,0.75,0.75,3,0.0163507341083,10.7954021321
10,3,4.5,0.775,0.75,3,0.0167569867959,11.1332732796
10,3,4.5,0.8,0.75,3,0.0162277488977,10.7423754692
10,3,4.5,0.825,0.75,3,0.0162704223157,10.534994657
10,3,4.5,0.85,0.75,3,0.0163650133525,10.0865813936
10,3,4.5,0.875,0.75,3,0.0161149987623,10.2232012522
10,3,4.5,0.9,0.75,3,0.0161295466687,9.96948880969
10,3,4.5,0.925,0.75,3,0.016061883608,10.1909988775
10,3,4.5,0.95,0.75,3,0.0161741066004,11.0299861205
10,3,4.5,0.975,0.75,3,0.0158853424416,10.6478185055
10,3,4.5,1.0,0.75,3,0.0160431415161,10.5352819876
10,3,4.5,1.025,0.75,3,0.015469088244,10.3878967887
10,3,4.5,1.05,0.75,3,0.016042062543,10.3458433432
10,3,4.5,1.075,0.75,3,0.0155836695558,10.4036772273
10,3,4.5,1.1,0.75,3,0.0158706788626,10.3761648415
10,3,4.5,1.125,0.75,3,0.0153972103085,10.3847322097
10,3,4.5,1.15,0.75,3,0.0157559719807,10.2669601074
10,3,4.5,1.175,0.75,3,0.0155913911224,9.82053058496
10,3,4.5,1.2,0.75,3,0.0154713504049,9.90110707601
10,3,4.5,1.225,0.75,3,0.0155593539438,9.61212540523
10,3,4.5,1.25,0.75,3,0.0155589187967,9.82330040719
10,3,4.5,1.275,0.75,3,0.0157314923879,10.5921901198
10,3,4.5,1.3,0.75,3,0.0153882396672,10.1676173935
10,3,4.5,1.325,0.75,3,0.0155533297689,10.2742385751
10,3,4.5,1.35,0.75,3,0.0150524731674,9.97808118691
10,3,4.5,1.375,0.75,3,0.0156309929763,9.96470124405
10,3,4.5,1.4,0.75,3,0.0152481329572,10.1398326686
10,3,4.5,1.425,0.75,3,0.0155199942593,10.0570327937
10,3,4.5,1.45,0.75,3,0.0151159108062,10.2135613293
10,3,4.5,1.475,0.75,3,0.0154383112659,10.045430506
10,3,4.5,1.5,0.75,3,0.0154005498686,9.59607198184
10,3,4.5,1.525,0.75,3,0.0152370219821,9.6530801935
10,3,4.5,1.55,0.75,3,0.015377340431,9.50206719061
10,3,4.5,1.575,0.75,3,0.0153714463877,9.56473092902
10,3,4.5,1.6,0.75,3,0.0155283314061,10.3486925459
10,3,4.5,1.625,0.75,3,0.0151748599613,10.0149542215
10,3,4.5,1.65,0.75,3,0.01537690158,10.1639466519
10,3,4.5,1.675,0.75,3,0.0149540834099,9.76285713057
10,3,4.5,1.7,0.75,3,0.0154362066653,9.86817192788
10,3,4.5,1.725,0.75,3,0.0151356241791,9.95771617266
10,3,4.5,1.75,0.75,3,0.0154102503239,9.92874287379
10,3,4.5,1.775,0.75,3,0.015051359122,10.149291845
10,3,4.5,1.8,0.75,3,0.0153178349985,9.98331721547
10,3,4.5,1.825,0.75,3,0.0153269915278,9.56955538138
10,3,4.5,1.85,0.75,3,0.0151519195241,9.59618250782
10,3,4.5,1.875,0.75,3,0.0153192076012,9.44610400136
10,3,4.5,1.9,0.75,3,0.0153169793684,9.5244370785
10,3,4.5,1.925,0.75,3,0.0154550642875,10.2267360164
10,3,4.5,1.95,0.75,3,0.015126713878,9.99652863384
10,3,4.5,1.975,0.75,3,0.0153320118683,10.1453121297
10,3,4.5,2.0,0.75,3,0.0149321651486,9.7367545719
